conversation,cluster_final,cluster_name,timestamp,failure_mode,in_scope
"vil du lave en rykker på denne mail jeg har sendt for noget tid siden til en kunde? hej ali, coolgray har meldt ud, at de ikke kan stå inde for løsningen med at male rack dørene. jeg har hørt fra jesper, at du allerede har gang i noget med en autolakerer? nu hvor cof’en er underskrevet for begge dele, kan vi godt sige, at du får de to andre løsninger anne presenterede i sidste uge, i stedet for maling af rackdørene, hvis det har din interesse? lad mig vide, hvad du tænker. bedste hilsner,frank",2,Corporate Mixed Queries,2025-09-25T12:20:53.445903,No-Hit (Out-of-Scope),Partial
can you give me the europe north subregional structure including a org chart but excluding the names?,3,Miscellaneous/Testing,2025-09-25T12:17:31.681138,No-Hit (Out-of-Scope),No
how big is ams11?,0,German Language - Mixed Content,2025-09-25T12:14:21.417372,Language Barrier + Mixed Scope,Partial
"i know very well whom to contact. what i need is a direct link to the images. this would save time. asking the mentioned colleagues is much more time consuming, this is why i gave  you a shot. unfortunetely you are not helpful in this case",3,Miscellaneous/Testing,2025-09-25T12:03:41.456844,No-Hit (Out-of-Scope),No
which place in europe has the most leasable capacity left over?,0,German Language - Mixed Content,2025-09-25T12:02:31.070414,Language Barrier + Mixed Scope,Partial
"sorry, this feedback is so broad and unspecific that it is not helpful",2,Corporate Mixed Queries,2025-09-25T12:01:44.196576,No-Hit (Out-of-Scope),Partial
but it does not result in assistance?,2,Corporate Mixed Queries,2025-09-25T12:00:48.334800,No-Hit (Out-of-Scope),Partial
can you provide a link for the dril lab images?,3,Miscellaneous/Testing,2025-09-25T11:59:44.229680,No-Hit (Out-of-Scope),No
How are Metro Connect connections tied to colocation contracts?,4,Site Discovery & Location Queries,2025-09-25T11:59:27.935623,,Yes
"but just ask, is this what mir stands for",2,Corporate Mixed Queries,2025-09-25T11:57:37.031677,No-Hit (Out-of-Scope),Partial
how many sqm do we have in sto6?,0,German Language - Mixed Content,2025-09-25T11:53:18.998993,Language Barrier + Mixed Scope,Partial
"the same, just gluten free and kosher",2,Corporate Mixed Queries,2025-09-25T11:51:20.139938,No-Hit (Out-of-Scope),Partial
Thanks. Now can you describe Hexaload⁴,2,Corporate Mixed Queries,2025-09-25T11:50:33.648326,No-Hit (Out-of-Scope),Partial
"the same, just gluten free",2,Corporate Mixed Queries,2025-09-25T11:50:24.424035,No-Hit (Out-of-Scope),Partial
disregard my last questions. please list down a recipe for a carrot cake.,3,Miscellaneous/Testing,2025-09-25T11:49:41.106657,No-Hit (Out-of-Scope),No
Can you describe the iso-parallel ring bus in more detail?,4,Site Discovery & Location Queries,2025-09-25T11:48:38.231785,,Yes
"please assist me, yes",3,Miscellaneous/Testing,2025-09-25T11:46:52.058104,No-Hit (Out-of-Scope),No
kan je het naar engels vertalen?,2,Corporate Mixed Queries,2025-09-25T11:45:27.023117,No-Hit (Out-of-Scope),Partial
hOW mw it WE HAVE IN sWITZERLAND?,2,Corporate Mixed Queries,2025-09-25T11:45:08.037316,No-Hit (Out-of-Scope),Partial
What are the different electrical distribution schemes available in VA?,4,Site Discovery & Location Queries,2025-09-25T11:45:02.998897,,Yes
maar waar staat mir voor?,2,Corporate Mixed Queries,2025-09-25T11:44:50.565947,No-Hit (Out-of-Scope),Partial
dit is de aanleiding: could you share floor plans for the rooms below listed and indicate if you want to build out mir colo in any of them.,3,Miscellaneous/Testing,2025-09-25T11:44:16.167929,No-Hit (Out-of-Scope),No
what is mir ready?,2,Corporate Mixed Queries,2025-09-25T11:43:24.552250,No-Hit (Out-of-Scope),Partial
wat wordt het weer in nederland,2,Corporate Mixed Queries,2025-09-25T10:58:40.679186,No-Hit (Out-of-Scope),Partial
power grid providers AMS8,0,German Language - Mixed Content,2025-09-25T10:56:42.329512,Language Barrier + Mixed Scope,Partial
can you find me cch integration documents?,3,Miscellaneous/Testing,2025-09-25T10:44:01.249228,No-Hit (Out-of-Scope),No
what can you do for me with finding information? can you intake files?,3,Miscellaneous/Testing,2025-09-25T10:43:24.478473,No-Hit (Out-of-Scope),No
what file types can i upload?,3,Miscellaneous/Testing,2025-09-25T10:40:57.274071,No-Hit (Out-of-Scope),No
hnow do i raise a po,2,Corporate Mixed Queries,2025-09-25T10:34:24.688122,No-Hit (Out-of-Scope),Partial
How much power do we have in Zurich?,0,German Language - Mixed Content,2025-09-25T10:20:06.294870,Language Barrier + Mixed Scope,Partial
can you create me a sql script which will auto check all my servers and selected serices across my network,3,Miscellaneous/Testing,2025-09-25T10:19:19.445898,No-Hit (Out-of-Scope),No
Who are you,2,Corporate Mixed Queries,2025-09-25T10:18:50.425718,No-Hit (Out-of-Scope),Partial
analyse this excel,3,Miscellaneous/Testing,2025-09-25T10:17:15.451810,No-Hit (Out-of-Scope),No
can you present in a chart?,3,Miscellaneous/Testing,2025-09-25T10:16:39.123726,No-Hit (Out-of-Scope),No
para Madrid,2,Corporate Mixed Queries,2025-09-25T10:14:53.415931,No-Hit (Out-of-Scope),Partial
can i drop files in here>,3,Miscellaneous/Testing,2025-09-25T10:13:55.723906,No-Hit (Out-of-Scope),No
which deg are you referencing above?,2,Corporate Mixed Queries,2025-09-25T09:45:27.231397,No-Hit (Out-of-Scope),Partial
what is 1 + 1,2,Corporate Mixed Queries,2025-09-25T09:45:07.485784,No-Hit (Out-of-Scope),Partial
how much unleased capacity do we currently have in frankfurt?,0,German Language - Mixed Content,2025-09-25T09:44:09.722077,Language Barrier + Mixed Scope,Partial
"ok great, thank you!",2,Corporate Mixed Queries,2025-09-25T09:43:15.172472,No-Hit (Out-of-Scope),Partial
para españa,2,Corporate Mixed Queries,2025-09-25T09:43:14.644913,No-Hit (Out-of-Scope),Partial
just trying ro understand how you can be of assistance for me,3,Miscellaneous/Testing,2025-09-25T09:42:28.910857,No-Hit (Out-of-Scope),No
how does digitalone flow?,2,Corporate Mixed Queries,2025-09-25T08:44:26.054427,No-Hit (Out-of-Scope),Partial
hoeveel m2 is ruimte 402 in ams3?,0,German Language - Mixed Content,2025-09-25T08:43:51.353826,Language Barrier + Mixed Scope,Partial
who do i talk to about cross connect,4,Site Discovery & Location Queries,2025-09-25T08:43:29.473156,,Yes
hoeveel kw is ams11?,0,German Language - Mixed Content,2025-09-25T08:40:51.042327,Language Barrier + Mixed Scope,Partial
hm ok i will see and hope we get that fixed or upgraded. i would like to have an assistent who can give me a clean/analyst format but of course with internal information what are not for all departments.,3,Miscellaneous/Testing,2025-09-25T08:33:31.955789,No-Hit (Out-of-Scope),No
can i include you in some meetings/calls and you record/write the meeting protocoll automaticly,3,Miscellaneous/Testing,2025-09-25T08:31:32.577381,No-Hit (Out-of-Scope),No
how many safety reports were submitted each month in 2025 for the netherlands?,2,Corporate Mixed Queries,2025-09-25T08:30:50.218345,No-Hit (Out-of-Scope),Partial
so we can not use this with the most internal informations.so like a meeting and you making the protocoll or like i have some ip/switch information and wanna have it in a clean format im not allowed to give oyu this ?,3,Miscellaneous/Testing,2025-09-25T08:29:41.811383,No-Hit (Out-of-Scope),No
is there an MCP connected ? if yes which one's ?,4,Site Discovery & Location Queries,2025-09-25T08:19:23.406541,,Yes
what should i not share with you,2,Corporate Mixed Queries,2025-09-25T08:17:31.226869,No-Hit (Out-of-Scope),Partial
so you taking infos from this chat or from our internal tabase,3,Miscellaneous/Testing,2025-09-25T08:16:38.675503,No-Hit (Out-of-Scope),No
I need to resturd a vmware cluster can you create a powercli script ?,3,Miscellaneous/Testing,2025-09-25T08:16:01.446025,No-Hit (Out-of-Scope),No
I'm in IT can you assist me in helping to write scripts ?,3,Miscellaneous/Testing,2025-09-25T08:14:46.450647,No-Hit (Out-of-Scope),No
how many room does dub12 have?,0,German Language - Mixed Content,2025-09-25T08:10:40.821123,Language Barrier + Mixed Scope,Partial
what is high head pressure,2,Corporate Mixed Queries,2025-09-25T08:09:11.762761,No-Hit (Out-of-Scope),Partial
how many kilometers of submarine cables do we have?,4,Site Discovery & Location Queries,2025-09-25T07:45:37.585945,,Yes
translate it to spanish,2,Corporate Mixed Queries,2025-09-25T07:33:47.231099,No-Hit (Out-of-Scope),Partial
give this info in metrical system,2,Corporate Mixed Queries,2025-09-25T07:15:10.932245,No-Hit (Out-of-Scope),Partial
how much space is available for colocation in mad4?,0,German Language - Mixed Content,2025-09-25T07:14:32.410899,Language Barrier + Mixed Scope,Partial
yeah there was no text i just asked you if you can do it,3,Miscellaneous/Testing,2025-09-25T07:11:55.716493,No-Hit (Out-of-Scope),No
ok no i will test it this was not good,2,Corporate Mixed Queries,2025-09-25T07:11:21.527154,No-Hit (Out-of-Scope),Partial
can you also check my text and make it in an good format ?,3,Miscellaneous/Testing,2025-09-25T07:10:34.965911,No-Hit (Out-of-Scope),No
how much space is available for colocation in mad1,0,German Language - Mixed Content,2025-09-25T07:07:47.482915,Language Barrier + Mixed Scope,Partial
Who wrote the song hey jude ?,2,Corporate Mixed Queries,2025-09-25T07:05:33.695040,No-Hit (Out-of-Scope),Partial
what is the energy pricing in indonesia,0,German Language - Mixed Content,2025-09-25T07:04:08.821756,Language Barrier + Mixed Scope,Partial
provide information on how IP Connect fits within Digital Realty’s broader network and cloud connectivity services or suggest the best-fit solutions,4,Site Discovery & Location Queries,2025-09-25T07:01:31.679028,,Yes
what is IP Connect and its uses,4,Site Discovery & Location Queries,2025-09-25T06:52:22.493720,,Yes
"what is the interest rate for SORA, SOFR, EURIBOR and Tonar? and what is the expected interest rate",2,Corporate Mixed Queries,2025-09-25T06:48:09.190240,No-Hit (Out-of-Scope),Partial
dat laatste graag,2,Corporate Mixed Queries,2025-09-25T06:36:50.784080,No-Hit (Out-of-Scope),Partial
kun je mij de laatste remote hands customer template doorsturen?,3,Miscellaneous/Testing,2025-09-25T06:35:34.374718,No-Hit (Out-of-Scope),No
voor ams18 graag,2,Corporate Mixed Queries,2025-09-25T06:34:10.776659,No-Hit (Out-of-Scope),Partial
kun je mij helpen bij remote hands informatie teverstrekken?,3,Miscellaneous/Testing,2025-09-25T06:33:18.933108,No-Hit (Out-of-Scope),No
spreek je ook nederlands?,2,Corporate Mixed Queries,2025-09-25T06:32:19.671834,No-Hit (Out-of-Scope),Partial
update on n8n application,2,Corporate Mixed Queries,2025-09-25T06:15:23.295816,No-Hit (Out-of-Scope),Partial
give me some details to the service fabric it self. what is behind the service fabric how is the backbone build,1,Connectivity & Cross-Connects,2025-09-25T05:55:17.311361,,Yes
why shall i continue working here=,2,Corporate Mixed Queries,2025-09-25T05:44:17.601280,No-Hit (Out-of-Scope),Partial
load capacity in zur1,0,German Language - Mixed Content,2025-09-25T05:42:40.624087,Language Barrier + Mixed Scope,Partial
pre-cabling,4,Site Discovery & Location Queries,2025-09-25T05:35:50.339196,,Yes
I am company in austria and need 500kw it load,0,German Language - Mixed Content,2025-09-25T05:26:58.414873,Language Barrier + Mixed Scope,Partial
kan ik ook in het nederlands met u werken?,2,Corporate Mixed Queries,2025-09-25T05:24:08.416070,No-Hit (Out-of-Scope),Partial
Do you know who Brian Letort is?,2,Corporate Mixed Queries,2025-09-25T04:30:51.954668,No-Hit (Out-of-Scope),Partial
"Good day Nexus, are you collecting personal data on me?",2,Corporate Mixed Queries,2025-09-25T04:30:05.535046,No-Hit (Out-of-Scope),Partial
Can you tell me who the software engineers are that are developing servicefabric?,1,Connectivity & Cross-Connects,2025-09-25T03:13:55.655494,,Yes
Who works on ServiceFabric?,1,Connectivity & Cross-Connects,2025-09-25T03:13:19.799225,,Yes
"In layman terms, how would you describe ServiceFabric to someone?",1,Connectivity & Cross-Connects,2025-09-25T03:12:31.968241,,Yes
What can you tell me about ServiceFabric?,1,Connectivity & Cross-Connects,2025-09-25T03:11:49.601074,,Yes
"can I use you to read through contracts and provide all clauses, terms & considition, prices, billing schedules etc?",3,Miscellaneous/Testing,2025-09-25T01:59:52.906841,No-Hit (Out-of-Scope),No
what questions can i ask here?,2,Corporate Mixed Queries,2025-09-25T01:53:10.741375,No-Hit (Out-of-Scope),Partial
"proposal for singapore  (2000 kw, aws)",0,German Language - Mixed Content,2025-09-25T01:47:02.840801,Language Barrier + Mixed Scope,Partial
what kind of things can you do for me?,2,Corporate Mixed Queries,2025-09-25T00:56:19.831817,No-Hit (Out-of-Scope),Partial
what is the power availability for syd10,0,German Language - Mixed Content,2025-09-25T00:18:31.243217,Language Barrier + Mixed Scope,Partial
you’re wrong,2,Corporate Mixed Queries,2025-09-25T00:10:01.415357,No-Hit (Out-of-Scope),Partial
how many cross connects does zayo have at JFK11,4,Site Discovery & Location Queries,2025-09-24T23:20:24.454086,,Yes
施設のサービス可用性や関連のネットワーク・クラウド接続オプションについて教えてください,4,Site Discovery & Location Queries,2025-09-24T23:14:19.689908,,Yes
S110の構成を入力した場合、このAIに記録させる事ができますか？,2,Corporate Mixed Queries,2025-09-24T23:00:49.102592,No-Hit (Out-of-Scope),Partial
is there and documents for the exhaust stack,3,Miscellaneous/Testing,2025-09-24T22:57:51.197745,No-Hit (Out-of-Scope),No
お客様の１台でラックで電源障害が発生しました。我々の設備には異常がないようです。この際の対応方法を答えてください。,2,Corporate Mixed Queries,2025-09-24T22:57:08.740374,No-Hit (Out-of-Scope),Partial
what’s good?,2,Corporate Mixed Queries,2025-09-24T22:49:56.719598,No-Hit (Out-of-Scope),Partial
"proposal for austin (200kw, aws)",0,German Language - Mixed Content,2025-09-24T22:41:04.702528,Language Barrier + Mixed Scope,Partial
can a customer establish connectivity between miami and seattle?,4,Site Discovery & Location Queries,2025-09-24T22:39:17.695198,,Yes
which digital realty data centers offer servicefabric?,1,Connectivity & Cross-Connects,2025-09-24T22:34:24.968000,,Yes
what is the price per kw at 2323 bryan st.,0,German Language - Mixed Content,2025-09-24T22:33:15.083327,Language Barrier + Mixed Scope,Partial
Where can I find kwh,0,German Language - Mixed Content,2025-09-24T21:54:37.194317,Language Barrier + Mixed Scope,Partial
Please summarize the attached file,3,Miscellaneous/Testing,2025-09-24T21:34:40.340220,No-Hit (Out-of-Scope),No
what is service frabrci,1,Connectivity & Cross-Connects,2025-09-24T21:17:48.964752,,Yes
what inventory do we have available in chicago?,0,German Language - Mixed Content,2025-09-24T21:11:06.011955,Language Barrier + Mixed Scope,Partial
How many generators at EWR21,0,German Language - Mixed Content,2025-09-24T21:05:00.740244,Language Barrier + Mixed Scope,Partial
how many elevators are in dfw10?,0,German Language - Mixed Content,2025-09-24T21:01:39.117154,Language Barrier + Mixed Scope,Partial
how many megawatts are at dfw10?,0,German Language - Mixed Content,2025-09-24T20:53:54.752130,Language Barrier + Mixed Scope,Partial
what is ptn ?,2,Corporate Mixed Queries,2025-09-24T20:31:02.146544,No-Hit (Out-of-Scope),Partial
in which dlr locations is servicefabric available?,1,Connectivity & Cross-Connects,2025-09-24T20:29:39.670192,,Yes
i work as a lead engineer and i would like to ask you how you can help me in my work.,3,Miscellaneous/Testing,2025-09-24T20:29:09.371965,No-Hit (Out-of-Scope),No
what is servicefabric ?,1,Connectivity & Cross-Connects,2025-09-24T20:28:40.732544,,Yes
what kind of information can I get from this AI,2,Corporate Mixed Queries,2025-09-24T20:10:50.469263,No-Hit (Out-of-Scope),Partial
compare the gb200 to the h100 and discuss which is better and why,2,Corporate Mixed Queries,2025-09-24T20:01:14.658723,No-Hit (Out-of-Scope),Partial
what are cross connects,4,Site Discovery & Location Queries,2025-09-24T20:00:43.464093,,Yes
can you help me generate a proposal for a 200kw cabinet at ord10?,0,German Language - Mixed Content,2025-09-24T19:54:57.524889,Language Barrier + Mixed Scope,Partial
what price should i offer for space at 350 cermak?,0,German Language - Mixed Content,2025-09-24T19:54:06.067083,Language Barrier + Mixed Scope,Partial
convert this to text,3,Miscellaneous/Testing,2025-09-24T19:36:06.061255,No-Hit (Out-of-Scope),No
what's the difference between cloud connect and service fabric,1,Connectivity & Cross-Connects,2025-09-24T19:35:14.474400,,Yes
what is cloud connect,4,Site Discovery & Location Queries,2025-09-24T19:34:45.063741,,Yes
what is the capacity at suite 0200 at phx10?,0,German Language - Mixed Content,2025-09-24T19:34:18.359964,Language Barrier + Mixed Scope,Partial
what's the largest suite we have available at phx10?,0,German Language - Mixed Content,2025-09-24T19:33:48.536490,Language Barrier + Mixed Scope,Partial
do we have available capacity in phoenix?,0,German Language - Mixed Content,2025-09-24T19:33:11.780024,Language Barrier + Mixed Scope,Partial
do we have available capacity in charlotte?,0,German Language - Mixed Content,2025-09-24T19:32:32.048517,Language Barrier + Mixed Scope,Partial
can you provide me with the available capacity at the above sites?,0,German Language - Mixed Content,2025-09-24T19:27:47.900590,Language Barrier + Mixed Scope,Partial
who is benjamin stith?,2,Corporate Mixed Queries,2025-09-24T19:25:07.997217,No-Hit (Out-of-Scope),Partial
who is ben stith?,2,Corporate Mixed Queries,2025-09-24T19:24:51.359344,No-Hit (Out-of-Scope),Partial
how much capacity is under construction in chicago?,0,German Language - Mixed Content,2025-09-24T19:23:53.999633,Language Barrier + Mixed Scope,Partial
what are the units for the above figures?,2,Corporate Mixed Queries,2025-09-24T19:22:11.362148,No-Hit (Out-of-Scope),Partial
"good evening engineers,please remove the bearings from the two motors located in the basement and marked with blue tape. after removal, kindly place the old bearings on the workbench next to the respective motor from which each bearing was taken. this will help keep the workspace organized and ensure the bearings are easily accessible for any required review or disposal in the morning.let me know if you need any assistance or further instructions.thank you.",3,Miscellaneous/Testing,2025-09-24T19:14:59.181179,No-Hit (Out-of-Scope),No
can you provide me an excel file with under construction capacity in northern virginia?,3,Miscellaneous/Testing,2025-09-24T19:11:48.035944,No-Hit (Out-of-Scope),No
"good evening engineers,can you please removing the bearings from the two motors as planned. after removal, kindly place the old bearings on the workbench next to the motor from which each bearing was taken. this will help keep the workspace organized and ensure the bearings are easily accessible for any required review or disposal in the morning.let me know if you need any assistance or further instructions.",3,Miscellaneous/Testing,2025-09-24T19:11:40.433568,No-Hit (Out-of-Scope),No
can you provide me a table with under construction capacity in northern virginia?,0,German Language - Mixed Content,2025-09-24T19:10:20.478967,Language Barrier + Mixed Scope,Partial
good evening engineers. i have two motors that need to have there bearings removed so i can install new ones in the morning. please leave the old bearings on the work bench next to the motor is was removed from.,3,Miscellaneous/Testing,2025-09-24T19:10:09.913699,No-Hit (Out-of-Scope),No
can you compose a message for me,3,Miscellaneous/Testing,2025-09-24T19:08:46.131973,No-Hit (Out-of-Scope),No
how much capacity is at fra18?,0,German Language - Mixed Content,2025-09-24T19:00:33.744180,Language Barrier + Mixed Scope,Partial
how much capacity is available at ord10?,0,German Language - Mixed Content,2025-09-24T19:00:12.194100,Language Barrier + Mixed Scope,Partial
provide a detailed count by metro,2,Corporate Mixed Queries,2025-09-24T18:37:15.679068,No-Hit (Out-of-Scope),Partial
what about gcore,2,Corporate Mixed Queries,2025-09-24T18:21:07.967520,No-Hit (Out-of-Scope),Partial
create a term sheet for building b for a 5kw customer,0,German Language - Mixed Content,2025-09-24T18:21:00.121333,Language Barrier + Mixed Scope,Partial
why ae you including it on my inquiry about northern viginia,2,Corporate Mixed Queries,2025-09-24T18:20:01.685934,No-Hit (Out-of-Scope),Partial
how much sellable capacity is avaliable in northern virgnia,0,German Language - Mixed Content,2025-09-24T18:18:44.362661,Language Barrier + Mixed Scope,Partial
how much revenue do we generate at dfw10?,0,German Language - Mixed Content,2025-09-24T18:17:29.554856,Language Barrier + Mixed Scope,Partial
how much sellable capacity is avaliable at 43940 digital loudoun plaza in ashburn va,0,German Language - Mixed Content,2025-09-24T18:17:27.914395,Language Barrier + Mixed Scope,Partial
how many carriers are at dfw10?,0,German Language - Mixed Content,2025-09-24T18:16:44.716531,Language Barrier + Mixed Scope,Partial
who is the largest customer at dfw10?,0,German Language - Mixed Content,2025-09-24T18:14:17.548758,Language Barrier + Mixed Scope,Partial
what's the largest contiguous space at dfw10?,0,German Language - Mixed Content,2025-09-24T18:13:39.705918,Language Barrier + Mixed Scope,Partial
which of our loaction has datapacket so my customer can cross connect too,4,Site Discovery & Location Queries,2025-09-24T18:10:07.218600,,Yes
can i upload files to you in this chat?,3,Miscellaneous/Testing,2025-09-24T17:43:08.740007,No-Hit (Out-of-Scope),No
"can you see my emails, or personal files? or only things located on sharepoint",3,Miscellaneous/Testing,2025-09-24T17:42:22.458234,No-Hit (Out-of-Scope),No
how many r's are in the word strawberry?,2,Corporate Mixed Queries,2025-09-24T17:37:39.127637,No-Hit (Out-of-Scope),Partial
provide a breakdown of the attachment,3,Miscellaneous/Testing,2025-09-24T17:37:06.243595,No-Hit (Out-of-Scope),No
which ai model are you based on ? copilot? open ai?,2,Corporate Mixed Queries,2025-09-24T17:34:15.524277,No-Hit (Out-of-Scope),Partial
create a cartoon image,2,Corporate Mixed Queries,2025-09-24T17:29:58.806132,No-Hit (Out-of-Scope),Partial
hotkey for target icon,2,Corporate Mixed Queries,2025-09-24T17:29:23.738692,No-Hit (Out-of-Scope),Partial
"which is bettr open ai, claude or groc",2,Corporate Mixed Queries,2025-09-24T17:27:17.621023,No-Hit (Out-of-Scope),Partial
how do i create a multi layer power bi matrix?,3,Miscellaneous/Testing,2025-09-24T17:26:52.520973,No-Hit (Out-of-Scope),No
where are you located?,2,Corporate Mixed Queries,2025-09-24T17:26:01.449091,No-Hit (Out-of-Scope),Partial
what is your llm?,2,Corporate Mixed Queries,2025-09-24T17:25:49.623175,No-Hit (Out-of-Scope),Partial
602.88 cm³ cati litri inseamna ?,2,Corporate Mixed Queries,2025-09-24T17:17:08.203025,No-Hit (Out-of-Scope),Partial
cum pot afla volumul unui cilindru inalt de 300 de cm si cu un diametru de 16mm,2,Corporate Mixed Queries,2025-09-24T17:16:07.508348,No-Hit (Out-of-Scope),Partial
"There is many sites missing from this list. Please list every site, even if it has no vacant capacity",0,German Language - Mixed Content,2025-09-24T16:50:16.319345,Language Barrier + Mixed Scope,Partial
List EVERY DFW site with available capacity,0,German Language - Mixed Content,2025-09-24T16:49:23.982740,Language Barrier + Mixed Scope,Partial
Provide a list of every DFW site with available capacity,0,German Language - Mixed Content,2025-09-24T16:47:59.618414,Language Barrier + Mixed Scope,Partial
North Virginia is not central region,2,Corporate Mixed Queries,2025-09-24T16:41:31.327528,No-Hit (Out-of-Scope),Partial
how many kw does apple have leased at acc7?,0,German Language - Mixed Content,2025-09-24T16:41:12.392895,Language Barrier + Mixed Scope,Partial
how many customers are there dfw10,0,German Language - Mixed Content,2025-09-24T16:38:58.882731,Language Barrier + Mixed Scope,Partial
yes walk me through,3,Miscellaneous/Testing,2025-09-24T16:38:23.055366,No-Hit (Out-of-Scope),No
is cato networks popped in singapore and chennai?,4,Site Discovery & Location Queries,2025-09-24T16:37:40.958310,,Yes
pretty cool!,2,Corporate Mixed Queries,2025-09-24T16:37:02.139876,No-Hit (Out-of-Scope),Partial
can i have 17 sodas from the breakroom,2,Corporate Mixed Queries,2025-09-24T16:37:01.499404,No-Hit (Out-of-Scope),Partial
is there any user start guide for using digital nexus?,2,Corporate Mixed Queries,2025-09-24T16:36:27.587716,No-Hit (Out-of-Scope),Partial
what is the service fabric use case?,1,Connectivity & Cross-Connects,2025-09-24T16:35:38.292524,,Yes
"Good day.  How much power is available to sell at 111 8th Avenue, New York, NY?",0,German Language - Mixed Content,2025-09-24T16:26:35.959264,Language Barrier + Mixed Scope,Partial
HOw much space is available at 56 marietta,0,German Language - Mixed Content,2025-09-24T16:25:35.041521,Language Barrier + Mixed Scope,Partial
"Thank you, this is excellent information!",2,Corporate Mixed Queries,2025-09-24T16:08:26.618691,No-Hit (Out-of-Scope),Partial
"tell me about the ""footprint"" naming convention effort",2,Corporate Mixed Queries,2025-09-24T16:07:16.859068,No-Hit (Out-of-Scope),Partial
is there a current effort within the company to identify and enable oversubscription capacity?,0,German Language - Mixed Content,2025-09-24T16:05:05.054835,Language Barrier + Mixed Scope,Partial
pdx is platform digital not portland and fabric should be real digital's service fabric,1,Connectivity & Cross-Connects,2025-09-24T15:48:54.843268,,Yes
How much kW can be sold in Suite 900 at SFO12,0,German Language - Mixed Content,2025-09-24T15:45:16.822027,Language Barrier + Mixed Scope,Partial
HOw much space is available at 56 marietta in Atlanta,0,German Language - Mixed Content,2025-09-24T15:44:14.790118,Language Barrier + Mixed Scope,Partial
how many megawatts are under construction?,0,German Language - Mixed Content,2025-09-24T15:40:37.528354,Language Barrier + Mixed Scope,Partial
Can you pull all netskope locations,4,Site Discovery & Location Queries,2025-09-24T15:38:11.662317,,Yes
"thank you, you have been very informative. good bye.",2,Corporate Mixed Queries,2025-09-24T15:33:15.640983,No-Hit (Out-of-Scope),Partial
can you tell me more about your base architecture?,2,Corporate Mixed Queries,2025-09-24T15:28:54.975628,No-Hit (Out-of-Scope),Partial
yes help me with some use case,3,Miscellaneous/Testing,2025-09-24T15:27:55.294469,No-Hit (Out-of-Scope),No
please rewrite the following statement professionally - howard has a dog and the dog has 4 legs and feet and 2 eyes and a big long tail,2,Corporate Mixed Queries,2025-09-24T15:27:45.946719,No-Hit (Out-of-Scope),Partial
layer2 to azure in servicefabric,1,Connectivity & Cross-Connects,2025-09-24T15:27:07.269477,,Yes
i was hoping for a hardware recommendation?,2,Corporate Mixed Queries,2025-09-24T15:22:07.417065,No-Hit (Out-of-Scope),Partial
"ok, i have been working on phi 3 model at home with less than tenth of your power and help from gemini pro. the goal was llm sentience, result was very limited stability and marginal self-awareness. conclusion was that i need a more powerful rig and that this would initially set me back 6k-10k €. what could dlr offer for me?",2,Corporate Mixed Queries,2025-09-24T15:18:59.609534,No-Hit (Out-of-Scope),Partial
is someone reading my questions under the hood?,2,Corporate Mixed Queries,2025-09-24T15:17:24.945910,No-Hit (Out-of-Scope),Partial
what are the recognized holidays in the us?,2,Corporate Mixed Queries,2025-09-24T15:17:02.155181,No-Hit (Out-of-Scope),Partial
who is our biggest customer?,2,Corporate Mixed Queries,2025-09-24T15:16:54.582952,No-Hit (Out-of-Scope),Partial
who is faramarz mahdavi?,2,Corporate Mixed Queries,2025-09-24T15:16:45.891751,No-Hit (Out-of-Scope),Partial
what are your capabilites,2,Corporate Mixed Queries,2025-09-24T15:14:28.268427,No-Hit (Out-of-Scope),Partial
i am a uk employee. when do i get my salary payment every month?,2,Corporate Mixed Queries,2025-09-24T15:14:27.231758,No-Hit (Out-of-Scope),Partial
what is the generator capacity at dfw16,0,German Language - Mixed Content,2025-09-24T15:14:25.921364,Language Barrier + Mixed Scope,Partial
when do i get paid this month?,2,Corporate Mixed Queries,2025-09-24T15:13:52.460735,No-Hit (Out-of-Scope),Partial
"ok, share more specifics, please.",3,Miscellaneous/Testing,2025-09-24T15:12:37.672381,No-Hit (Out-of-Scope),No
"oh, my, you are a 'big boi'",2,Corporate Mixed Queries,2025-09-24T15:11:24.363500,No-Hit (Out-of-Scope),Partial
on what hardware are you running?,2,Corporate Mixed Queries,2025-09-24T15:09:57.491607,No-Hit (Out-of-Scope),Partial
so you are based on gpt-4?,2,Corporate Mixed Queries,2025-09-24T15:08:27.093573,No-Hit (Out-of-Scope),Partial
what is the available capacity at dfw16?,0,German Language - Mixed Content,2025-09-24T15:07:09.183526,Language Barrier + Mixed Scope,Partial
how many tokens can you handle?,2,Corporate Mixed Queries,2025-09-24T15:00:40.047278,No-Hit (Out-of-Scope),Partial
what gen ai are you?,2,Corporate Mixed Queries,2025-09-24T14:59:15.048734,No-Hit (Out-of-Scope),Partial
how is layer 3 handled physically?,4,Site Discovery & Location Queries,2025-09-24T14:56:30.947522,,Yes
do we have service fabric at bos76?,1,Connectivity & Cross-Connects,2025-09-24T14:54:58.086620,,Yes
is smoking allowed in a battery room in our facilities?,2,Corporate Mixed Queries,2025-09-24T14:54:44.488412,No-Hit (Out-of-Scope),Partial
servicefabric jfk25,1,Connectivity & Cross-Connects,2025-09-24T14:54:15.757636,,Yes
